radius,input_normalized_energy,output_normalized_energy,input_raw_avg_energy,output_raw_avg_energy
3.608439182439327278e-03,3.852291677358489931e-13,6.661224992710031839e-13,2.476211601233117602e-13,2.127827947934806134e-12
1.082531754731798183e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.804219591219663466e-02,4.388535887838120320e-01,1.419782818287211590e-01,2.820903604408293019e-01,4.535282270236149493e-01
2.525907427707529268e-02,9.003566050376062002e-02,3.134117194182221844e-02,5.787395289262547982e-02,1.001146510616632151e-01
3.247595264195394377e-02,1.022125560162565755e-01,4.041801316796374971e-02,6.570113018355210055e-02,1.291092525967978966e-01
3.969283100683260179e-02,1.993946266142397269e-02,8.459487016696871226e-03,1.281687185182938012e-02,2.702255654030391585e-02
4.690970937171125288e-02,5.475660747491731956e-02,2.582970526689358851e-02,3.519695755917719854e-02,8.250910127486146828e-02
5.412658773658991090e-02,1.888895035557117477e-02,9.839522888422493410e-03,1.214161385558789295e-02,3.143087317909633305e-02
6.134346610146856199e-02,2.867441313440367151e-02,1.684769312748079020e-02,1.843160394091677978e-02,5.381741696777320866e-02
6.856034446634720614e-02,1.195421818824618163e-02,8.025378264230069794e-03,7.684042705121594229e-03,2.563586154508476489e-02
7.577722283122587110e-02,2.870659505634347644e-02,2.157776520804143006e-02,1.845229013374212815e-02,6.892691946885648457e-02
8.299410119610453607e-02,9.754205104508620675e-03,8.017751753659107389e-03,6.269897988916961311e-03,2.561149980628165887e-02
9.021097956098317328e-02,1.440503084910612665e-02,1.377309355933080751e-02,9.259398688402621647e-03,4.399607194943567362e-02
9.742785792586183824e-02,6.323518741354024371e-03,6.595414203982151446e-03,4.064689742987685067e-03,2.106805683158572209e-02
1.046447362907405032e-01,5.473348388676883489e-03,6.237839701893695306e-03,3.518209396575514621e-03,1.992583896648528891e-02
1.118616146556191404e-01,8.399723625721857573e-03,1.058533555894367734e-02,5.399251882045066203e-03,3.381325937081875593e-02
1.190784930204978054e-01,4.550935533510077138e-03,6.540385256433983545e-03,2.925292347610830655e-03,2.089227515078891095e-02
1.262953713853764426e-01,6.911019736756953205e-03,1.061610417956028105e-02,4.442329055478756207e-03,3.391154509294803943e-02
1.335122497502551075e-01,4.080853127543263882e-03,7.027671548407062908e-03,2.623128439817439157e-03,2.244883778279813807e-02
1.407291281151337725e-01,7.738289536956877157e-03,1.422037793842485451e-02,4.974089173396282690e-03,4.542485449852019797e-02
1.479460064800124097e-01,3.055832861109117685e-03,6.069262433793899854e-03,1.964256451966376379e-03,1.938734428593958878e-02
1.551628848448910747e-01,6.016908425930289801e-03,1.285837287546345332e-02,3.867603934409814988e-03,4.107413456131700502e-02
1.623797632097697119e-01,3.274841489970130130e-03,7.363001648948240725e-03,2.105032839887152618e-03,2.351999925909743772e-02
1.695966415746483769e-01,4.781342755793685506e-03,1.149909466244209387e-02,3.073395628621417106e-03,3.673212513534649531e-02
1.768135199395270418e-01,2.775253936063550551e-03,7.014594171180026615e-03,1.783903340766926490e-03,2.240706407183682553e-02
1.840303983044057068e-01,4.369982181789177147e-03,1.169404012438288003e-02,2.808977481982442934e-03,3.735484903777379351e-02
1.912472766692843440e-01,2.508180740492700622e-03,6.959458832109980710e-03,1.612231567017849334e-03,2.223094253935519252e-02
1.984641550341630090e-01,1.981993632779997273e-03,5.762413643397319880e-03,1.274004161186801775e-03,1.840716206313465150e-02
2.056810333990416462e-01,3.891683032741135705e-03,1.168956049255467575e-02,2.501531940230316328e-03,3.734053952892078115e-02
2.128979117639203111e-01,1.941023944879281208e-03,6.113304817589608822e-03,1.247669287045543446e-03,1.952803104436126244e-02
2.201147901287989761e-01,3.091007479032489673e-03,1.011452701918852740e-02,1.986866317538788125e-03,3.230933243528701787e-02
2.273316684936776133e-01,1.678966338927960185e-03,5.732711740032937417e-03,1.079221480286270607e-03,1.831228380852719176e-02
2.345485468585562783e-01,3.037007066015417946e-03,1.082496686427556268e-02,1.952155433632940442e-03,3.457872546638422057e-02
2.417654252234349155e-01,1.612555598572027772e-03,5.984481614334056544e-03,1.036533371625557439e-03,1.911652473354059911e-02
2.489823035883135804e-01,2.658757491035449155e-03,1.031720485550944102e-02,1.709020680563272301e-03,3.295675624250350710e-02
2.561991819531922454e-01,1.607453758162495248e-03,6.463725463282641442e-03,1.033253963556855001e-03,2.064739699319951410e-02
2.634160603180708549e-01,2.421077744566604763e-03,1.014428779789005967e-02,1.556242699331107779e-03,3.240439875828725336e-02
2.706329386829495753e-01,1.484062244148233933e-03,6.404847565281220241e-03,9.539392272684171954e-04,2.045932042016649841e-02
2.778498170478281848e-01,2.281791760966904101e-03,1.023948784203542080e-02,1.466711169175726913e-03,3.270850095390265277e-02
2.850666954127068498e-01,1.453109057355248326e-03,6.672347925593661092e-03,9.340428521620328323e-04,2.131381001236367159e-02
2.922835737775855147e-01,1.398233827723013639e-03,6.593720219946465518e-03,8.987696455576863006e-04,2.106264565484505802e-02
2.995004521424641242e-01,2.258216083361809165e-03,1.086578872742373358e-02,1.451556977519944010e-03,3.470912475688785886e-02
3.067173305073428446e-01,1.350808000554485494e-03,6.646534929563420110e-03,8.682848346273488787e-04,2.123135428622743154e-02
3.139342088722214541e-01,1.993513674398536290e-03,9.977800381253716308e-03,1.281409119868973968e-03,3.187257979332815128e-02
3.211510872371001746e-01,1.323720444058448234e-03,6.727494635843548482e-03,8.508732450432138390e-04,2.148996786836582240e-02
3.283679656019787840e-01,1.967559309207186566e-03,1.012733342035466652e-02,1.264725933451082886e-03,3.235024055405436028e-02
3.355848439668573935e-01,1.232670417159817270e-03,6.409896204670348374e-03,7.923472683566369287e-04,2.047544753793085343e-02
3.428017223317361140e-01,1.833496457117043650e-03,9.623369604532383895e-03,1.178551775977202103e-03,3.074040408519452053e-02
3.500186006966147234e-01,1.257060690560202502e-03,6.640040528031963471e-03,8.080250734164797942e-04,2.121060889915693526e-02
3.572354790614934439e-01,1.871063609791155354e-03,9.948376462804333145e-03,1.202699537119919504e-03,3.177858951964294965e-02
3.644523574263720533e-01,1.251505667019657802e-03,6.682242088357569221e-03,8.044543641119205387e-04,2.134541542439149023e-02
3.716692357912506628e-01,1.801833843859873985e-03,9.662180423900296189e-03,1.158199389180124923e-03,3.086437939938023109e-02
3.788861141561293833e-01,1.238048343765348709e-03,6.656452562027809911e-03,7.958041416586939974e-04,2.126303466867686051e-02
