radius,input_normalized_energy,output_normalized_energy,input_raw_avg_energy,output_raw_avg_energy
3.608439182439327278e-03,5.280211198190296095e-13,1.443454395707216600e-13,4.498501425648755857e-13,5.265697536734922417e-13
1.082531754731798183e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.804219591219663466e-02,5.519889435479206075e-01,2.108465582859931908e-01,4.702696457186636980e-01,7.691647244952443119e-01
2.525907427707529268e-02,8.402173785857373900e-02,3.510770630279036464e-02,7.158272526519839085e-02,1.280723264613022050e-01
3.247595264195394377e-02,7.042106834905706436e-02,3.272601009994703658e-02,5.999556920611734401e-02,1.193839384762987454e-01
3.969283100683260179e-02,1.914630314276958081e-02,9.660255996502633419e-03,1.631178540986612593e-02,3.524045259503335442e-02
4.690970937171125288e-02,4.457182245937695020e-02,2.491858712719279348e-02,3.797317935805118172e-02,9.090258981842362640e-02
5.412658773658991090e-02,1.356490864280419061e-02,8.659762135567333069e-03,1.155668941601501951e-02,3.159066769381779771e-02
6.134346610146856199e-02,2.537701132861730491e-02,1.800281030937875629e-02,2.162006733359746885e-02,6.567395144753158942e-02
6.856034446634720614e-02,1.009917818023805917e-02,8.036799126441089222e-03,8.604043614250218852e-03,2.931810903703678875e-02
7.577722283122587110e-02,1.990760179032888266e-02,1.787952855052720585e-02,1.696037746856327716e-02,6.522422164945861078e-02
8.299410119610453607e-02,7.019748208293093844e-03,6.847542542705151516e-03,5.980508380711122181e-03,2.497972087448182416e-02
9.021097956098317328e-02,1.401629859873587854e-02,1.609454080698366485e-02,1.194125326849466463e-02,5.871261616179501014e-02
9.742785792586183824e-02,5.789958149158926093e-03,7.200861322605218821e-03,4.932782801825225279e-03,2.626862188481851601e-02
1.046447362907405032e-01,4.403232549907393038e-03,6.030466931034064032e-03,3.751355231777519974e-03,2.199904268437202076e-02
1.118616146556191404e-01,7.136980046612462388e-03,1.075537380841064955e-02,6.080384611417926147e-03,3.923542408962862882e-02
1.190784930204978054e-01,3.752159436645088712e-03,6.438235253858418279e-03,3.196670349245573847e-03,2.348657471824880036e-02
1.262953713853764426e-01,6.388085345081975092e-03,1.178904265003077011e-02,5.442360154432127062e-03,4.300623076651843152e-02
1.335122497502551075e-01,2.976486243450243881e-03,6.136266664977131115e-03,2.535831826987135565e-03,2.238499834744530140e-02
