radius,input_normalized_energy,output_normalized_energy,input_raw_avg_energy,output_raw_avg_energy
3.608439182439327278e-03,8.597607521675530766e-14,1.410994673984842696e-12,3.554461468090561379e-14,3.891234590307259949e-12
1.082531754731798183e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.804219591219663466e-02,1.982285746063750242e-01,4.748700073037494251e-02,8.195254651209772645e-02,1.309594311296217450e-01
2.525907427707529268e-02,2.010739736303774616e-01,5.307062592042693233e-02,8.312890414027056252e-02,1.463579268712680570e-01
3.247595264195394377e-02,7.922350537062397557e-02,2.340496995865194371e-02,3.275293696496511114e-02,6.454611797435251541e-02
3.969283100683260179e-02,3.724027568427167034e-02,1.198009465366689334e-02,1.539604182292528961e-02,3.303864966396355407e-02
4.690970937171125288e-02,6.441908356979110517e-02,2.300009419196339180e-02,2.663242649554033517e-02,6.342955345631196007e-02
5.412658773658991090e-02,3.497161707741189979e-02,1.404556113138626799e-02,1.445812280510490495e-02,3.873478356964551311e-02
6.134346610146856199e-02,3.762322003775019075e-02,1.673996034246389916e-02,1.555436039532239086e-02,4.616538526045990687e-02
6.856034446634720614e-02,1.651130684476232596e-02,8.355338265010016016e-03,6.826178540898336124e-03,2.304231324892589902e-02
7.577722283122587110e-02,3.219058033682425934e-02,1.821113274215449551e-02,1.330837412085274230e-02,5.022257770457744241e-02
8.299410119610453607e-02,1.248050040756306170e-02,7.748214296945045605e-03,5.159744462553245668e-03,2.136798957591932654e-02
9.021097956098317328e-02,1.976106188784722620e-02,1.425259663164099404e-02,8.169706848309039871e-03,3.930574511533127535e-02
9.742785792586183824e-02,8.083905275883930888e-03,6.316234820932706794e-03,3.342084381309797913e-03,1.741888319557225590e-02
1.046447362907405032e-01,7.330776793734126821e-03,6.340055186248065404e-03,3.030722625894227088e-03,1.748457488894137810e-02
1.118616146556191404e-01,1.153818509661252642e-02,1.096942309135100733e-02,4.770168239735306237e-03,3.025142430072614436e-02
1.190784930204978054e-01,5.374042094656256673e-03,5.780004731475153930e-03,2.221760589233052682e-03,1.594007033331817577e-02
1.262953713853764426e-01,9.398861421839876940e-03,1.085658330381066884e-02,3.885719449698963116e-03,2.994023525619215684e-02
