case,layer,band,input_energy,output_energy,gain_energy,gain_ratio
ESO_TJ_60015513981,f1,3,0.6269673109054565,0.01784728467464447,0.45696038007736206,0.7288424326568128
ESO_TJ_60015631521,f0,1,162.21693420410156,7.6102800369262695,109.29474639892578,0.6737567007733626
ESO_TJ_60015631521,f0,2,81.43822479248047,2.4110610485076904,59.88272476196289,0.7353147114215017
ESO_TJ_60015631521,f0,3,51.15644454956055,1.0264136791229248,40.33335494995117,0.7884315515882908
ESO_TJ_60015631521,f1,1,20.17656135559082,0.40022820234298706,15.861318588256836,0.7861259561883156
ESO_TJ_60015631521,f1,2,1.733808994293213,0.038694240152835846,1.3382892608642578,0.7718781395577194
ESO_TJ_60015631521,f1,3,0.6303915977478027,0.01651701331138611,0.46276968717575073,0.7340987551679811
ESO_TJ_60015786597,f0,1,133.10983276367188,5.413064479827881,90.15534973144531,0.6773004507601612
ESO_TJ_60015786597,f0,2,68.87802124023438,2.268270254135132,48.29818344116211,0.7012132835916682
ESO_TJ_60015786597,f0,3,35.96875762939453,1.027097225189209,25.79802894592285,0.7172343624356757
ESO_TJ_60015786597,f1,1,20.641429901123047,0.35580575466156006,16.753665924072266,0.8116523905720278
ESO_TJ_60015786597,f1,2,1.7403305768966675,0.033035047352313995,1.391256332397461,0.7994207255023524
ESO_TJ_60015786597,f1,3,0.7387600541114807,0.024378152564167976,0.5266765356063843,0.7129196180471807
ESO_TJ_60016089044,f0,1,123.75450134277344,5.212298393249512,83.49479675292969,0.6746808871352996
ESO_TJ_60016089044,f0,2,68.03236389160156,2.1583285331726074,48.230140686035156,0.7089293672476424
ESO_TJ_60016089044,f0,3,37.13623809814453,1.0999237298965454,26.572925567626953,0.715552434185678
ESO_TJ_60016089044,f1,1,21.127208709716797,0.35171398520469666,17.013633728027344,0.805294914334881
ESO_TJ_60016089044,f1,2,1.6330448389053345,0.030089758336544037,1.295623779296875,0.793379182511955
ESO_TJ_60016089044,f1,3,0.6408516764640808,0.01866719499230385,0.46488451957702637,0.7254167175489278
ESO_TJ_60016118012,f0,1,154.19570922851562,6.477227210998535,103.90597534179688,0.6738577607747125
ESO_TJ_60016118012,f0,2,67.91445922851562,2.039168357849121,48.55158615112305,0.7148932157106348
ESO_TJ_60016118012,f0,3,42.06809997558594,1.0352578163146973,31.1929931640625,0.7414880439612079
ESO_TJ_60016118012,f1,1,19.91081428527832,0.3858228921890259,15.888659477233887,0.7979914457331293
ESO_TJ_60016118012,f1,2,1.4392799139022827,0.03350776433944702,1.1183415651321411,0.7770146406748867
ESO_TJ_60016118012,f1,3,0.6038753390312195,0.021451899781823158,0.4283527135848999,0.709339636673001
ESO_TJ_60016195217,f0,1,132.72842407226562,5.602564811706543,90.22221374511719,0.6797505084215715
ESO_TJ_60016195217,f0,2,71.83274841308594,2.4560203552246094,50.12826919555664,0.6978470168965992
ESO_TJ_60016195217,f0,3,38.065330505371094,1.2066104412078857,26.88349723815918,0.7062462582418707
ESO_TJ_60016195217,f1,1,20.272279739379883,0.33610963821411133,16.681396484375,0.8228673192571312
ESO_TJ_60016195217,f1,2,1.8241856098175049,0.037303488701581955,1.4655389785766602,0.8033935640586881
