radius,input_normalized_energy,output_normalized_energy,input_raw_avg_energy,output_raw_avg_energy
3.608439182439327278e-03,2.742587594827724203e-12,1.645201148904389580e-11,9.170644944136874811e-11,1.094913224564380727e-09
1.082531754731798183e-02,7.762889161283130779e-01,6.158445590690657667e-01,2.595749370888842478e+01,4.098564801330117291e+01
1.804219591219663466e-02,6.842787449485061846e-02,5.993385955872974902e-02,2.288086413202246483e+00,3.988714417914082766e+00
2.525907427707529268e-02,5.110803209836266292e-02,4.926692943227201082e-02,1.708946751788526397e+00,3.278809561067819622e+00
3.247595264195394377e-02,2.712817118870822219e-02,2.932323286010935295e-02,9.071098637818858501e-01,1.951517932436138691e+00
3.969283100683260179e-02,1.526244156731339403e-02,1.846516640829217598e-02,5.103444384362828545e-01,1.228892582994179694e+00
4.690970937171125288e-02,1.192259642377924145e-02,1.621698776264940065e-02,3.986669334496991679e-01,1.079271940440120314e+00
5.412658773658991090e-02,7.907513072524074982e-03,1.211227017854670136e-02,2.644108611735856429e-01,8.060950362707453021e-01
6.134346610146856199e-02,5.932674307575699045e-03,1.032312274863030933e-02,1.983763426429315524e-01,6.870238100553133220e-01
6.856034446634720614e-02,5.007875501235580992e-03,9.808650496851702497e-03,1.674529857601788074e-01,6.527846854036596369e-01
7.577722283122587110e-02,4.110725227637740224e-03,9.148613567718724346e-03,1.374541385539226335e-01,6.088579495823390753e-01
8.299410119610453607e-02,3.339058136041944420e-03,8.441387171173811085e-03,1.116511890858881834e-01,5.617906633204913236e-01
9.021097956098317328e-02,2.800721535974380703e-03,7.941323788351934213e-03,9.365032804150813517e-02,5.285104768012505172e-01
9.742785792586183824e-02,2.214013934889742796e-03,7.037937345830785202e-03,7.403204089647535957e-02,4.683883596080258283e-01
1.046447362907405032e-01,1.914314389640055757e-03,6.800235709500979629e-03,6.401070876259029596e-02,4.525688553916922818e-01
1.118616146556191404e-01,1.814342726321630482e-03,7.188057926774835127e-03,6.066786337636786985e-02,4.783791749842725705e-01
1.190784930204978054e-01,1.620267600209501779e-03,7.155618733507689358e-03,5.417839307678855298e-02,4.762202838525680382e-01
1.262953713853764426e-01,1.339457686732170322e-03,6.545731645665845387e-03,4.478869111010928827e-02,4.356311170863162441e-01
1.335122497502551075e-01,1.132797419389157140e-03,6.074795211026696139e-03,3.787839975082008676e-02,4.042893853741187926e-01
1.407291281151337725e-01,9.974149760043735276e-04,5.833708915036241172e-03,3.335149121271904077e-02,3.882446255028422777e-01
1.479460064800124097e-01,8.023532709282973820e-04,5.077757890690769854e-03,2.682903175572947871e-02,3.379346209037056847e-01
1.551628848448910747e-01,7.381181855747984306e-04,5.021016110053744437e-03,2.468114352840644621e-02,3.341583455196176500e-01
1.623797632097697119e-01,6.694134230309857795e-04,4.859364215905843248e-03,2.238379855226497323e-02,3.234000989188122177e-01
