case,layer,band,input_high_ratio,output_high_ratio,high_ratio_delta,input_boundary_energy_ratio,output_boundary_energy_ratio,boundary_energy_delta
ESO_TJ_60014022928,f1,3,1.899599453849887e-05,0.017669942128647698,0.0176509461341092,0.8897748174303762,0.9175436034493895,0.027768786019013225
ESO_TJ_60014566213,f0,1,0.8756366047881621,0.8471589867844124,-0.028477618003749705,0.6360709801847354,0.7636572431170742,0.12758626293233877
ESO_TJ_60014566213,f0,2,0.007517447117855871,0.058141227632312845,0.05062378051445697,0.640213613597867,0.7522279789961754,0.11201436539830845
ESO_TJ_60014566213,f0,3,6.785396229892576e-06,0.02172332505154018,0.02171653965531029,0.6490058474426105,0.7725928659328797,0.12358701849026921
ESO_TJ_60014566213,f1,1,0.9583208512187374,0.923870466523438,-0.034450384695299485,0.8823959204189492,0.8399013116174707,-0.042494608801478484
ESO_TJ_60014566213,f1,2,0.020256425318914268,0.1044805742518128,0.08422414893289853,0.9149901196114385,0.8932355406863397,-0.0217545789250988
ESO_TJ_60014566213,f1,3,1.777597796933985e-05,0.01480761439829393,0.014789838420324589,0.8896057312327568,0.903095226439738,0.013489495206981283
ESO_TJ_60014832691,f0,1,0.8620056234753375,0.8072044919254235,-0.05480113154991395,0.7471192049841283,0.8687699204384961,0.12165071545436779
ESO_TJ_60014832691,f0,2,0.00890701595873758,0.06857416285417231,0.05966714689543473,0.6753375366971948,0.737524633920591,0.062187097223396215
ESO_TJ_60014832691,f0,3,6.469222368274643e-06,0.023256720687385823,0.02325025146501755,0.6338950949114981,0.7116494380951505,0.07775434318365237
ESO_TJ_60014832691,f1,1,0.9519474732322357,0.9090163695036702,-0.04293110372856557,0.9217980754332307,0.8423028744151075,-0.07949520101812313
ESO_TJ_60014832691,f1,2,0.022854242536684336,0.1099802007839981,0.08712595824731377,0.92733998313253,0.8800774030286028,-0.04726258010392714
ESO_TJ_60014832691,f1,3,2.4165868006920897e-05,0.018836108618015858,0.01881194275000894,0.8709337625606699,0.7769099198402233,-0.09402384272044662
ESO_TJ_60015081208,f0,1,0.8343119263064414,0.810053805684854,-0.024258120621587387,0.7121664679711487,0.8126809327480707,0.10051446477692205
ESO_TJ_60015081208,f0,2,0.006978273554610178,0.06071615125666756,0.05373787770205738,0.6519546728853076,0.7378500564123683,0.08589538352706072
ESO_TJ_60015081208,f0,3,5.849584824019461e-06,0.024345682558576564,0.024339832973752546,0.6262999574473709,0.7357875067565977,0.10948754930922677
ESO_TJ_60015081208,f1,1,0.9542179554461157,0.9060603789180746,-0.04815757652804109,0.856577975403299,0.8672671654449481,0.010689190041649033
ESO_TJ_60015081208,f1,2,0.020388075633309834,0.11061658390039526,0.09022850826708542,0.8963793017665405,0.9125435461087278,0.01616424434218733
ESO_TJ_60015081208,f1,3,2.258879408084891e-05,0.022901603666329512,0.022879014872248662,0.8941191636135891,0.8962313038877708,0.0021121402741817175
ESO_TJ_60015113400,f0,1,0.8606343849931024,0.8103751596561918,-0.05025922533691063,0.7181249759163352,0.8451571054291854,0.12703212951285026
ESO_TJ_60015113400,f0,2,0.007429033990395073,0.05578317226558657,0.0483541382751915,0.6074620585185544,0.6678563150997268,0.06039425658117237
ESO_TJ_60015113400,f0,3,5.207150381366799e-06,0.028158900730381787,0.02815369358000042,0.6084933437738446,0.7203494174963847,0.11185607372254014
ESO_TJ_60015113400,f1,1,0.9589725511708173,0.9227505422739409,-0.03622200889687632,0.8682452815008438,0.8260866452113018,-0.04215863628954197
ESO_TJ_60015113400,f1,2,0.024201650785545356,0.08427035521184734,0.06006870442630198,0.8968353086672797,0.8853243313774362,-0.011510977289843516
ESO_TJ_60015113400,f1,3,2.541873034170722e-05,0.01818431356446795,0.018158894834126242,0.8778558451782184,0.8888452159732565,0.010989370795038145
ESO_TJ_60015218276,f0,1,0.8745929666201049,0.8147339008896515,-0.05985906573045341,0.613174136255239,0.8072174747826693,0.19404333852743028
ESO_TJ_60015218276,f0,2,0.009343260474024817,0.06924366378553151,0.05990040331150669,0.6435159523743319,0.7451169083680846,0.10160095599375274
ESO_TJ_60015218276,f0,3,6.424048250139696e-06,0.024646305032410946,0.024639880984160804,0.5932538492087396,0.7097713112995888,0.11651746209084923
ESO_TJ_60015218276,f1,1,0.9595959103456646,0.9267978330542139,-0.03279807729145068,0.8135872768024025,0.8509310476612731,0.03734377085887064
ESO_TJ_60015218276,f1,2,0.02524698052713437,0.09445232053750686,0.0692053400103725,0.8318880222952119,0.8913094013581359,0.059421379062923996
ESO_TJ_60015218276,f1,3,2.602282465185609e-05,0.01690770103063846,0.016881678205986603,0.860910966284028,0.9062561465553401,0.04534518027131218
ESO_TJ_60015513981,f0,1,0.85520093932336,0.8105711972414923,-0.04462974208186776,0.720140498851131,0.8418427107990005,0.12170221194786957
ESO_TJ_60015513981,f0,2,0.006961333122946548,0.05716829641392813,0.05020696329098158,0.6300374887271135,0.6878986500473173,0.0578611613202038
ESO_TJ_60015513981,f0,3,4.823260397616164e-06,0.026901637557807875,0.026896814297410258,0.6336637754529885,0.7154365706183826,0.08177279516539415
ESO_TJ_60015513981,f1,1,0.9552555599857632,0.9192440854438522,-0.036011474541911004,0.8969863126722236,0.8352773152435514,-0.061708997428672197
ESO_TJ_60015513981,f1,2,0.022462472601353162,0.08177559704591775,0.05931312444456459,0.9033762039285256,0.850713830842359,-0.052662373086166614
ESO_TJ_60015513981,f1,3,2.256383499410015e-05,0.019695975605305966,0.019673411770311865,0.8789885619664921,0.8589583067279714,-0.020030255238520756
ESO_TJ_60015631521,f0,1,0.8542952031902602,0.7935291252283745,-0.06076607796188571,0.7616251698209664,0.8585369570287344,0.09691178720776805
ESO_TJ_60015631521,f0,2,0.007626202735177943,0.06437647913727731,0.05675027640209937,0.6416099984720313,0.7167243679077523,0.07511436943572103
ESO_TJ_60015631521,f0,3,5.679957743689776e-06,0.030313665438518152,0.03030798548077446,0.63035803302747,0.7321166962559266,0.10175866322845661
ESO_TJ_60015631521,f1,1,0.9512836138898692,0.9179058711036723,-0.03337774278619687,0.8992914665444848,0.8562268093288267,-0.04306465721565811
ESO_TJ_60015631521,f1,2,0.019771172626207745,0.09414509106258034,0.0743739184363726,0.9317837352014015,0.9000776554661054,-0.031706079735296044
ESO_TJ_60015631521,f1,3,2.3251144481217322e-05,0.020887449156310328,0.02086419801182911,0.9088727953363971,0.890581272933031,-0.018291522403366067
ESO_TJ_60015786597,f0,1,0.8389913064002232,0.802299388488593,-0.03669191791163029,0.720226696070816,0.8021957151411053,0.0819690190702893
ESO_TJ_60015786597,f0,2,0.007466842547927949,0.06032353538069023,0.05285669283276228,0.6915091194264986,0.7499329133477001,0.05842379392120145
