radius,input_normalized_energy,output_normalized_energy,input_raw_avg_energy,output_raw_avg_energy
3.608439182439327278e-03,1.043057658639420999e-11,1.134342191037054634e-12,2.862330658639406823e-10,6.392305524852747163e-11
1.082531754731798183e-02,6.961622991536347005e-01,5.358573947662466086e-01,1.910389781189644864e+01,3.019692128321429792e+01
1.804219591219663466e-02,1.188105971844553715e-01,1.004560089786813853e-01,3.260368322647879680e+00,5.660950516281252121e+00
2.525907427707529268e-02,6.066781759965494958e-02,5.644047017731423921e-02,1.664829866977334705e+00,3.180563433066795120e+00
3.247595264195394377e-02,3.591948495287428100e-02,3.741910978949239408e-02,9.856928058728814390e-01,2.108661602578354444e+00
3.969283100683260179e-02,1.891894576067090078e-02,2.210832157533161937e-02,5.191686004256115261e-01,1.245859911302523271e+00
4.690970937171125288e-02,1.241602242197928710e-02,1.624472090445326644e-02,3.407171343062939672e-01,9.154311636093894755e-01
5.412658773658991090e-02,9.034172274068644551e-03,1.337232765310678202e-02,2.479133158298011397e-01,7.535645294031326769e-01
6.134346610146856199e-02,7.062078005824712519e-03,1.189607714494217081e-02,1.937956374927781444e-01,6.703740745829692704e-01
6.856034446634720614e-02,5.917676398051846878e-03,1.124517808980170577e-02,1.623912776226122678e-01,6.336942643883759496e-01
7.577722283122587110e-02,4.639105447217204380e-03,9.928884097336309819e-03,1.273050788731251992e-01,5.595177643264809264e-01
8.299410119610453607e-02,3.621269918418156940e-03,8.791163413030749635e-03,9.937391116247129563e-02,4.954043224260543110e-01
9.021097956098317328e-02,3.124279587418433545e-03,8.569208782573117453e-03,8.573563671344947013e-02,4.828966168875355458e-01
9.742785792586183824e-02,2.554873307463366005e-03,7.809794084658504276e-03,7.011014334941842452e-02,4.401016754008233445e-01
1.046447362907405032e-01,2.309804626062991750e-03,7.897939482346308382e-03,6.338503477622958737e-02,4.450688917935677891e-01
1.118616146556191404e-01,2.005091281171917424e-03,7.658981673426315182e-03,5.502317345481440997e-02,4.316030140872162968e-01
1.190784930204978054e-01,1.885756297142047663e-03,8.019297380282957785e-03,5.174841504996748054e-02,4.519077166878066043e-01
1.262953713853764426e-01,1.430231295506548825e-03,6.733285607434306291e-03,3.924802097147683105e-02,3.794376963926911484e-01
1.335122497502551075e-01,1.351861914826267465e-03,6.974109611491524988e-03,3.709742959082049096e-02,3.930087389212664761e-01
1.407291281151337725e-01,1.084100416558984306e-03,6.105052722634405141e-03,2.974959086545799977e-02,3.440351823001036591e-01
1.479460064800124097e-01,9.456122393069563842e-04,5.758676687842190223e-03,2.594923570460681145e-02,3.245160155233251520e-01
1.551628848448910747e-01,8.607566156976207729e-04,5.631871070876999681e-03,2.362065059712780898e-02,3.173701978651818911e-01
1.623797632097697119e-01,7.675010782221877020e-04,5.369049824892504000e-03,2.106155732176647269e-02,3.025595550447872095e-01
1.695966415746483769e-01,6.999954526230903976e-04,5.198679327591027542e-03,1.920908617424647163e-02,2.929587460492540374e-01
1.768135199395270418e-01,6.072525350923630707e-04,4.758785637321826141e-03,1.666406007697263797e-02,2.681696225477741558e-01
1.840303983044057068e-01,5.733082480871461162e-04,4.723728098528491744e-03,1.573257011976908135e-02,2.661940414516369424e-01
1.912472766692843440e-01,4.265219906596997451e-04,3.665485687147065387e-03,1.170450128367456731e-02,2.065594015135548689e-01
1.984641550341630090e-01,4.618292477639672467e-04,4.140679351963170822e-03,1.267339349826061834e-02,2.333377679798673832e-01
2.056810333990416462e-01,4.143547257973390833e-04,3.875784884588736635e-03,1.137061048714133049e-02,2.184102938836031960e-01
2.128979117639203111e-01,3.729508100667343795e-04,3.637211909575971402e-03,1.023441541295894500e-02,2.049661025425368877e-01
2.201147901287989761e-01,3.365846397227929289e-04,3.421220538902510280e-03,9.236464787213616995e-03,1.927944417951374112e-01
2.273316684936776133e-01,3.069895085830926028e-04,3.251834120062801602e-03,8.424323190764228253e-03,1.832490881131573213e-01
2.345485468585562783e-01,2.891508430918397310e-04,3.192939037642793937e-03,7.934799349757878234e-03,1.799302010637751081e-01
2.417654252234349155e-01,2.629755586848063530e-04,3.027015743218637329e-03,7.216504263802733452e-03,1.705800032131632171e-01
2.489823035883135804e-01,2.556309268042045255e-04,3.061938488035406084e-03,7.014954859183151169e-03,1.725479883273478843e-01
2.561991819531922454e-01,2.302805828583292527e-04,2.867215880117962665e-03,6.319297566584558545e-03,1.615748762255539983e-01
2.634160603180708549e-01,2.116880538906789711e-04,2.736360159532944328e-03,5.809086407642828111e-03,1.542008249713247015e-01
2.706329386829495753e-01,1.994928671936542681e-04,2.671911681107120694e-03,5.474429387663146650e-03,1.505689899927358799e-01
2.778498170478281848e-01,1.837347848108144394e-04,2.541067352856935663e-03,5.042000346447885611e-03,1.431955807254261526e-01
2.850666954127068498e-01,1.218355022011991526e-04,1.726845231036475397e-03,3.343376949229384665e-03,9.731210209882330819e-02
2.922835737775855147e-01,1.625731297213076467e-04,2.358454819714242510e-03,4.461287922273191389e-03,1.329049020066156162e-01
2.995004521424641242e-01,1.573790789027161737e-04,2.337660213971636501e-03,4.318754182384081965e-03,1.317330733095443407e-01
3.067173305073428446e-01,1.457261905478555097e-04,2.209796161877084202e-03,3.998978767060179518e-03,1.245276101513167338e-01
3.139342088722214541e-01,1.356237924165563892e-04,2.094057669303172210e-03,3.721751485735023523e-03,1.180054529807193636e-01
3.211510872371001746e-01,1.275414445674957222e-04,1.998786703217665314e-03,3.499957878732210415e-03,1.126366927628729697e-01
3.283679656019787840e-01,1.204998087298014424e-04,1.912171146200230360e-03,3.306723209696776564e-03,1.077556867663089224e-01
3.355848439668573935e-01,1.129654589322539888e-04,1.811589074879455885e-03,3.099967617234472648e-03,1.020876323177909578e-01
3.428017223317361140e-01,1.052321932920838614e-04,1.702381672817940023e-03,2.887753429936954809e-03,9.593351863791074741e-02
3.500186006966147234e-01,1.003466566932438960e-04,1.634838048198500749e-03,2.753685853950738754e-03,9.212726433268479675e-02
3.572354790614934439e-01,9.555002633434422910e-05,1.565739621622353221e-03,2.622058018991470316e-03,8.823339299957742854e-02
3.644523574263720533e-01,8.778655141753182335e-05,1.445392137437188571e-03,2.409014836882474031e-03,8.145150747916282685e-02
3.716692357912506628e-01,8.169947569148970298e-05,1.350269308372762517e-03,2.241974948648134316e-03,7.609109515761945663e-02
3.788861141561293833e-01,4.737954478078817722e-05,7.849935230601016306e-04,1.300176672834443218e-03,4.423637306343296965e-02
3.861029925210079927e-01,7.259925670788449660e-05,1.205409688944708959e-03,1.992249196851415133e-03,6.792788873794600168e-02
3.933198708858867132e-01,6.788123643157354759e-05,1.129554470601187854e-03,1.862778558549571658e-03,6.365325507680272277e-02
4.005367492507653226e-01,6.291728789961329598e-05,1.048820807762464559e-03,1.726559223470132062e-03,5.910370871342752325e-02
4.077536276156439876e-01,5.966535870280776450e-05,9.960327141146304870e-04,1.637320660648181395e-03,5.612896594764009428e-02
4.149705059805226526e-01,5.459574353559060877e-05,9.124414254295116610e-04,1.498201650299729000e-03,5.141838513072687078e-02
4.221873843454012620e-01,5.185962844168111948e-05,8.675125579182325257e-04,1.423117918791742126e-03,4.888652966165400043e-02
4.294042627102799825e-01,4.831164844121024451e-05,8.087517516530031000e-04,1.325755209765337988e-03,4.557520941365524048e-02
4.366211410751585920e-01,4.500737284957419737e-05,7.538777025009951119e-04,1.235080171312806117e-03,4.248291777241130357e-02
4.438380194400372569e-01,4.259356037606297285e-05,7.137806941840882640e-04,1.168840981274647025e-03,4.022334980588877784e-02
4.510548978049159219e-01,3.898429702443600325e-05,6.535427867597382078e-04,1.069796551075636974e-03,3.682879116673416081e-02
4.582717761697945313e-01,3.716313498143629623e-05,6.232001770571849635e-04,1.019820714103900853e-03,3.511890826567801854e-02
4.654886545346732518e-01,3.570047619432129362e-05,5.988163725099535008e-04,9.796828266648816789e-04,3.374481912612396078e-02
4.727055328995518613e-01,1.901171082445701906e-05,3.189381807765469452e-04,5.217142342544451054e-04,1.797297421513088106e-02
4.799224112644305262e-01,3.295230769255859193e-05,5.528757180773294583e-04,9.042683287936590297e-04,3.115594690162763747e-02
4.871392896293091912e-01,3.178120658655113540e-05,5.333000730118805108e-04,8.721312885032482575e-04,3.005280972579867094e-02
4.943561679941878007e-01,3.006200625166321010e-05,5.045064674248730561e-04,8.249534571903393123e-04,2.843021712959111283e-02
5.015730463590664101e-01,2.205784177039745800e-05,3.702123226993858478e-04,6.053053370528158799e-04,2.086240196704935296e-02
5.087899247239451306e-01,1.378013807169245127e-05,2.312981803679868293e-04,3.781508275807094225e-04,1.303423823901804848e-02
5.160068030888238511e-01,1.298239770139639408e-05,2.179197134677686280e-04,3.562594517720963955e-04,1.228032774749220762e-02
5.232236814537024605e-01,1.207727136294149285e-05,2.027351234984073043e-04,3.314212192252885135e-04,1.142463764691477833e-02
5.304405598185810700e-01,1.158318201510615863e-05,1.944478407152046100e-04,3.178625527728414705e-04,1.095762827408476581e-02
5.376574381834597904e-01,1.090327264724791707e-05,1.830391964499897869e-04,2.992046635123825869e-04,1.031472227672483762e-02
5.448743165483383999e-01,1.018977215035557705e-05,1.710651320671752326e-04,2.796249755603918193e-04,9.639953423780819181e-03
5.520911949132170093e-01,9.801343938448093567e-06,1.645472415259695482e-04,2.689658334658547338e-04,9.272653784869886590e-03
5.593080732780957298e-01,9.371077258829004096e-06,1.573261273476483002e-04,2.571585714390251746e-04,8.865725713055201337e-03
5.665249516429744503e-01,9.020214890113734569e-06,1.514374511568157978e-04,2.475303010685591721e-04,8.533883896307525516e-03
5.737418300078529487e-01,8.565206779546627512e-06,1.437998332979487743e-04,2.350440913751787532e-04,8.103484787275754345e-03
5.809587083727316692e-01,8.225002879988289230e-06,1.380892618465913240e-04,2.257083078369540626e-04,7.781679623657483842e-03
5.881755867376103897e-01,7.879562657589442049e-06,1.322904869637856428e-04,2.162288305414305015e-04,7.454903973297095400e-03
5.953924651024889991e-01,7.659783328689038855e-06,1.286012359148850910e-04,2.101977055500527287e-04,7.247005333461654930e-03
6.026093434673676086e-01,7.173280903377915047e-06,1.204337497708152211e-04,1.968472373766355947e-04,6.786746804638313195e-03
6.098262218322463291e-01,7.016996755693587941e-06,1.178102389419604138e-04,1.925585300010559096e-04,6.638905325247798812e-03
6.170431001971250495e-01,6.742150404766294284e-06,1.131960605624082565e-04,1.850162706622908437e-04,6.378884687901128017e-03
6.242599785620035480e-01,6.537420019038701954e-06,1.097590070839772619e-04,1.793981147054326988e-04,6.185198019865775949e-03
6.314768569268822684e-01,6.336729689318007775e-06,1.063897197290128525e-04,1.738908248744821725e-04,5.995330144509177298e-03
6.386937352917609889e-01,6.082777590630011079e-06,1.021261622133943462e-04,1.669219399630895919e-04,5.755067880811666654e-03
