patch_idx,sd,sh,sw,layer,band,raw_energy,weighted_energy,ratio
12,32,32,0,f0,3,66.07555389404297,10108.048828125,152.97713348470526
12,32,32,0,f1,1,22.36262321472168,28115.080078125,1257.2353345208235
12,32,32,0,f1,2,1.5043236017227173,3118.101806640625,2072.7600119201566
12,32,32,0,f1,3,0.737791895866394,1422.4393310546875,1927.9682238612547
13,32,32,32,f0,1,178.7091064453125,34089.4375,190.75377958107387
13,32,32,32,f0,2,74.07978820800781,14594.9033203125,197.0159968510093
13,32,32,32,f0,3,42.39881134033203,8337.3076171875,196.64012630600348
13,32,32,32,f1,1,20.848703384399414,27042.96484375,1297.1053568724235
13,32,32,32,f1,2,1.3578943014144897,2827.557373046875,2082.3103610490048
13,32,32,32,f1,3,0.6260548233985901,1372.161865234375,2191.759912947064
14,32,32,64,f0,1,194.55303955078125,35063.84375,180.22768408533466
14,32,32,64,f0,2,96.31893920898438,15137.1435546875,157.15646039086974
14,32,32,64,f0,3,67.99603271484375,9508.9716796875,139.84597777292853
14,32,32,64,f1,1,20.23482894897461,27184.35546875,1343.4437986749679
14,32,32,64,f1,2,1.525080680847168,3077.892822265625,2018.1836022956281
14,32,32,64,f1,3,0.6660873889923096,1373.0325927734375,2061.340021537668
15,32,64,0,f0,1,243.4634552001953,39538.7734375,162.40126636249315
15,32,64,0,f0,2,101.17450714111328,16604.294921875,164.11540210140063
15,32,64,0,f0,3,82.6581039428711,12885.6142578125,155.89051336960497
15,32,64,0,f1,1,22.609834671020508,28363.638671875,1254.482356221207
15,32,64,0,f1,2,1.7088426351547241,3366.986083984375,1970.3312725911399
15,32,64,0,f1,3,0.7972266674041748,1453.7252197265625,1823.4779130735415
16,32,64,32,f0,1,168.86289978027344,31676.69921875,187.58826989213108
16,32,64,32,f0,2,77.3797836303711,14633.9296875,189.118255452915
16,32,64,32,f0,3,47.47158432006836,8814.8388671875,185.6866374577873
16,32,64,32,f1,1,21.34043312072754,27438.0859375,1285.732383324903
16,32,64,32,f1,2,1.5326203107833862,2968.666259765625,1936.9874187862476
16,32,64,32,f1,3,0.6097476482391357,1331.3758544921875,2183.486657693273
17,32,64,64,f0,1,159.2465057373047,30978.53515625,194.5319617081736
17,32,64,64,f0,2,87.28156280517578,15948.3505859375,182.7230181652016
17,32,64,64,f0,3,45.66704177856445,8919.6103515625,195.31833033575342
17,32,64,64,f1,1,21.666725158691406,26894.041015625,1241.260080545004
17,32,64,64,f1,2,1.653935194015503,3049.80615234375,1843.9695602204586
17,32,64,64,f1,3,0.6765894889831543,1473.869384765625,2178.3805524063396
18,64,0,0,f0,1,219.44851684570312,36618.87109375,166.8677082903094
18,64,0,0,f0,2,90.7318344116211,14059.052734375,154.95170824601047
18,64,0,0,f0,3,69.12370300292969,9826.4404296875,142.15732090149862
18,64,0,0,f1,1,21.612483978271484,27896.0234375,1290.7365699169286
18,64,0,0,f1,2,1.368506669998169,2947.406005859375,2153.7388676820733
18,64,0,0,f1,3,0.6688978672027588,1429.8997802734375,2137.6952302912086
19,64,0,32,f0,1,156.27862548828125,33619.6015625,215.12603823752465
19,64,0,32,f0,2,84.53819274902344,15322.0361328125,181.24395181122813
19,64,0,32,f0,3,43.61850357055664,8717.435546875,199.85636446178412
19,64,0,32,f1,1,21.145221710205078,26928.24609375,1273.4908369748923
19,64,0,32,f1,2,1.3978283405303955,2813.6005859375,2012.8369874571918
19,64,0,32,f1,3,0.6714928150177002,1349.2611083984375,2009.3455629318423
20,64,0,64,f0,1,187.46580505371094,33131.60546875,176.7341273746285
20,64,0,64,f0,2,92.00018310546875,14442.5234375,156.983637966709
20,64,0,64,f0,3,57.942935943603516,9135.1669921875,157.65799304817241
20,64,0,64,f1,1,20.579496383666992,27387.783203125,1330.8286409214613
20,64,0,64,f1,2,1.3337033987045288,2742.9384765625,2056.6330409180573
20,64,0,64,f1,3,0.6084631681442261,1328.72412109375,2183.73796583956
21,64,32,0,f0,1,229.4198455810547,38376.25,167.27519758721743
21,64,32,0,f0,2,87.73555755615234,14293.6484375,162.91739444810213
21,64,32,0,f0,3,68.17882537841797,10041.33984375,147.27944912539434
21,64,32,0,f1,1,22.25503921508789,28069.103515625,1261.2470930446252
21,64,32,0,f1,2,1.6028095483779907,3182.935546875,1985.8476324240003
21,64,32,0,f1,3,0.7539755702018738,1452.197998046875,1926.054444517518
22,64,32,32,f0,1,176.4654083251953,34318.4921875,194.47716418311708
22,64,32,32,f0,2,74.10150909423828,14655.78515625,197.77984733902477
22,64,32,32,f0,3,42.92765808105469,8378.6767578125,195.18131508576462
22,64,32,32,f1,1,21.633174896240234,27074.134765625,1251.5100023681284
22,64,32,32,f1,2,1.4639345407485962,2879.35986328125,1966.863806497042
22,64,32,32,f1,3,0.6476536989212036,1346.3009033203125,2078.735758879732
23,64,32,64,f0,1,213.9169158935547,35543.8359375,166.1572007479132
23,64,32,64,f0,2,103.27963256835938,15841.810546875,153.38755718741902
23,64,32,64,f0,3,72.69265747070312,10527.2529296875,144.8186556383647
23,64,32,64,f1,1,20.893051147460938,27609.390625,1321.462836142722
23,64,32,64,f1,2,1.6165344715118408,3108.937255859375,1923.2112340603924
23,64,32,64,f1,3,0.707488477230072,1377.76318359375,1947.400173902423
24,64,64,0,f0,1,253.76797485351562,40346.05078125,158.98795269394844
24,64,64,0,f0,2,107.03666687011719,16112.7587890625,150.5349452689353
24,64,64,0,f0,3,77.64850616455078,12013.080078125,154.7110262838415
24,64,64,0,f1,1,22.869863510131836,28634.5078125,1252.062908019239
24,64,64,0,f1,2,1.6301794052124023,3311.50439453125,2031.374205772002
24,64,64,0,f1,3,0.7494798898696899,1428.58740234375,1906.1050491831456
25,64,64,32,f0,1,184.67001342773438,33938.94921875,183.78159284658798
25,64,64,32,f0,2,80.44367218017578,14331.8251953125,178.1597583363953
25,64,64,32,f0,3,49.977439880371094,8514.859375,170.37406068381037
25,64,64,32,f1,1,21.547786712646484,27338.40625,1268.7338432746649
25,64,64,32,f1,2,1.4466341733932495,2904.6240234375,2007.8497223816833
25,64,64,32,f1,3,0.5859497785568237,1286.6092529296875,2195.7671118101125
26,64,64,64,f0,1,171.49537658691406,32451.77734375,189.22829285314995
26,64,64,64,f0,2,97.11087799072266,15511.5263671875,159.7300599904906
26,64,64,64,f0,3,60.09217071533203,8972.3544921875,149.3098749035226
26,64,64,64,f1,1,21.836910247802734,27565.740234375,1262.346180002615
26,64,64,64,f1,2,1.5861740112304688,2946.914306640625,1857.8757978468634
26,64,64,64,f1,3,0.6225792169570923,1288.9886474609375,2070.4010226343667
