subset_id,model,label,Dice,IoU,Sensitivity,Precision,Specificity,D95,ASSD
4,BANet,1,0.8532687592322645,0.7637549155631939,0.873041979396968,0.8414097821264227,0.9976388668059331,8.761557685323563,2.716906133886749
4,BGHNetV4,1,0.8288347679337055,0.7353512701291407,0.8874842374090522,0.8002123080391459,0.9952928021070571,12.247160437821009,3.2686853551066717
4,MedNeXt,1,0.8106603794403492,0.7100530815307278,0.8928020414666702,0.7645121212750141,0.9942130251107464,17.561605522760004,4.349428439350884
4,nnUNet,1,0.8516576254847791,0.7603477447476922,0.8688991777188505,0.8436236098221362,0.997616142086128,8.872672253201083,2.2435782316525112
4,RWKV_fd,1,0.7750356190047119,0.6633206648896044,0.8838915269103649,0.719597790072083,0.9920801087526528,22.59985687713949,5.50432881717507
4,RWKV_fd_loss,1,0.7873080752357036,0.6789066647819865,0.8803462321998629,0.7360143796579655,0.9932929627435761,20.782816001449063,4.862068491218454
4,UNet3D,1,0.8532224013750135,0.7613054702999088,0.8757747323513102,0.8411696741814518,0.9978554230202265,7.415514431330001,1.8020772467903865
5,BANet,1,0.826858977461968,0.7299546602044501,0.8630943513027554,0.8156967170257652,0.9969199155447908,11.854053070232482,3.4073200137606756
5,BGHNetV4,1,0.7957477334111277,0.7004953501384396,0.8762508860838116,0.7750923479332745,0.994029504351345,14.344765929981437,4.21126740648298
5,MedNeXt,1,0.7862928074469747,0.6843079551033285,0.8758460335350938,0.7474355753066703,0.9943447008841528,20.019205893778246,5.301902429016217
5,nnUNet,1,0.8361066803320281,0.7413388044271717,0.8625194561470407,0.8317710860700371,0.9973640839822714,10.634479656532827,2.7813485463315577
5,RWKV_fd,1,0.7502933710198632,0.6416764139208524,0.8609250369621173,0.7109255921596301,0.9920287260383358,25.59883529621178,6.758770667138071
5,RWKV_fd_loss,1,0.7598452323845281,0.6539094149241976,0.85746318634391,0.7243529423276216,0.9926012308891535,19.21157686550494,5.573608858297977
5,UNet3D,1,0.8281580786102339,0.7287975537190854,0.8594643857108034,0.820541403384008,0.9976560662066918,9.528490211930594,2.3394972814634434
6,BANet,1,0.834493003399098,0.7417958306817076,0.8590831155080019,0.8322372238946261,0.9974125931799362,11.66907519956916,3.342785367371993
6,BGHNetV4,1,0.8072191746400852,0.7133955919279233,0.8767719961330167,0.788747047463039,0.9949604613683969,15.53583400571358,4.243579866676079
6,MedNeXt,1,0.8123570421687674,0.7207646099051991,0.8767573748837268,0.7849148542125747,0.9955626584004724,16.329519322928594,4.498083431053722
6,nnUNet,1,0.8367117204554066,0.743308623735872,0.8552831729891162,0.8404700868730368,0.9975346649710991,11.390374625537092,2.8610167336688175
6,RWKV_fd,1,0.7769166499090528,0.6757415284374544,0.865002563052238,0.7442072938596976,0.9930558236972113,21.10816462122169,5.584883176979238
6,RWKV_fd_loss,1,0.7780386450984399,0.6769287196928804,0.8624427338654148,0.7443891837354549,0.9935653193963433,19.404987155259366,5.208463964365433
6,UNet3D,1,0.8359857874575438,0.7419145620111449,0.8577700212030014,0.8363847624350698,0.9979215128580701,9.070703015716044,2.259961531727946
7,BANet,1,0.8394969060487428,0.7469653614281521,0.8647306318824148,0.832127532955014,0.9970184037771509,9.494979555709714,2.980342425776381
7,BGHNetV4,1,0.8131778223160818,0.7173200791659602,0.8833687983877873,0.7860983301436826,0.994148657133666,14.161054847160157,3.8646614001693993
7,MedNeXt,1,0.8074394360832238,0.7090289917535874,0.8831056782072783,0.7705662549843432,0.9940035777660223,17.48254183365945,4.542027906972704
7,nnUNet,1,0.8421058583386474,0.7492364175436739,0.8616525758348098,0.8396903737989934,0.9971918292293015,9.170243504055543,2.47499619862178
7,RWKV_fd,1,0.7524262099961705,0.6388711128695611,0.8659423426753382,0.7061049822298591,0.9907045553243512,24.565388226265263,6.169519736862006
7,RWKV_fd_loss,1,0.7637445125346481,0.653018135131697,0.8718746729446982,0.715159329133921,0.99172627921322,20.305537845680774,5.596679657932805
7,UNet3D,1,0.8411810537470578,0.745289176890132,0.8641460609713888,0.8364324115792106,0.9975538145980858,8.259224224054883,2.0113272361405374
8,BANet,1,0.8507535652548518,0.7562532267611634,0.8816640966045133,0.8412189797069265,0.9972372178463175,9.403905937440493,1.9856248323148595
8,BGHNetV4,1,0.8222781303636545,0.7269338658581984,0.9091080248337726,0.7903105020748475,0.9948980085118878,12.890065975642846,3.325550831506875
8,MedNeXt,1,0.8107853950111783,0.7096989862169101,0.903124776675107,0.7672685191486224,0.994614270480069,17.075013231377426,4.452752457066548
8,nnUNet,1,0.8514864383729579,0.7558829163117119,0.8799194025860606,0.8440016362933249,0.9974727884506398,9.172942191651098,2.013156323864415
8,RWKV_fd,1,0.7652043894737278,0.6535069130593453,0.8917317183595149,0.7116610628604538,0.9914294708065665,25.24804471760331,6.057467555073171
8,RWKV_fd_loss,1,0.7660400062924594,0.6542134034867048,0.8909383662274891,0.709666025826083,0.9918464023837226,22.248064057756846,5.697802074098729
8,UNet3D,1,0.8518940599716688,0.7540154197263826,0.883557952165213,0.8427377563644566,0.997613707903451,8.250763597283767,1.7949061492218632
9,BANet,1,0.8305207885585059,0.7351667189112344,0.863167297500666,0.822819574147804,0.9971866623657065,12.080653047453762,3.348711461019266
9,BGHNetV4,1,0.8050171178040278,0.710652593723124,0.883554582408302,0.7788684644041847,0.9945446377464107,14.13393435846685,3.9878715562145404
9,MedNeXt,1,0.7972637471269086,0.6970247366403507,0.8848249619689904,0.7537404325031486,0.9948372748331111,19.937085697842363,5.025984592696051
9,nnUNet,1,0.8378958770411422,0.743773962109534,0.8621278809714774,0.8357218100946207,0.997466591046089,11.065620381789282,2.745054821387413
9,RWKV_fd,1,0.7556545994623156,0.6444305842719293,0.8705200721735897,0.7083850576303481,0.9923672249832657,25.998783915807106,6.498074654291596
9,RWKV_fd_loss,1,0.7568203601460881,0.6466225797080477,0.8685547623140507,0.7083603045348397,0.993077511776998,22.474808558260712,6.225653521407355
9,UNet3D,1,0.8333570218816458,0.7375141401122818,0.8614297516936733,0.826051322627502,0.9976412198469526,9.131527279200604,2.254009148904173
