subset_id,model,label,Dice,IoU,Sensitivity,Precision,Specificity,D95,ASSD
15,BANet,1,0.8306546232266564,0.7360446250089072,0.8668868043175031,0.8161029182900583,0.9965230768478749,10.835240031340811,3.4173564080159933
15,BGHNetV4,1,0.8129419639578103,0.7223310441918555,0.8833792869942038,0.7874842008787302,0.9937737911075516,11.865146306758472,3.7680504573492444
15,MedNeXt,1,0.8089813540793379,0.7115576463225493,0.8881699590707036,0.7665776033963032,0.9937219783651063,15.86696027453167,4.50687049926375
15,nnUNet,1,0.8387755457703048,0.7456995655562871,0.8646581795898683,0.8311557710298537,0.9968780742280469,10.101972360843817,2.70960027775068
15,RWKV_med,1,0.0,0.0,0.0,nan,1.0,nan,nan
15,RWKV_fd,1,0.7650126256499782,0.6542139264575141,0.8753644584069786,0.7153519014034146,0.9911889393833141,21.742586815786513,5.6721917184572845
15,RWKV_fd_loss,1,0.7672000618224637,0.656627703143083,0.8790921932284117,0.7125968307804211,0.992265701208993,20.29232652354598,5.494928146632648
15,UNet3D,1,0.8394696889953235,0.7450479098112913,0.870200873658072,0.8256856151923181,0.9971472986372703,8.377835404155045,2.0969863005570124
16,BANet,1,0.847327663909299,0.759404380986984,0.846746666909298,0.8536671164233878,0.9981070509129422,9.776954393583797,3.1900777920076466
16,BGHNetV4,1,0.813249854946883,0.7224780955638389,0.8711861266327631,0.7970150083349424,0.9950985450259671,14.118953733171775,3.9793988001848666
16,MedNeXt,1,0.810103918276153,0.7189835824373845,0.873411255753276,0.7847309679932646,0.9951575741702381,15.06282497841211,4.564088421894127
16,nnUNet,1,0.8475488813940141,0.7582676982834263,0.8428319331140862,0.8599246722140194,0.9980979854690654,9.181394197038724,2.4364505523714817
16,RWKV_med,1,0.0,0.0,0.0,nan,1.0,nan,nan
16,RWKV_fd,1,0.764186058523423,0.6614674230622356,0.8515042809451095,0.7348478747593592,0.9928699406338992,19.636553539237156,5.867885595988445
16,RWKV_fd_loss,1,0.770751424198622,0.6679053050413991,0.8581528549048192,0.7357286837506557,0.9933342026704842,21.2953030431613,5.696928508024757
16,UNet3D,1,0.847632132893455,0.7567709870068351,0.851297463707118,0.853827540119983,0.9984775113935738,8.031814720796946,1.9968358359881972
17,BANet,1,0.876626303851969,0.7895606827896041,0.8944392466207841,0.8682676371298029,0.9975354503647147,7.129459838379935,1.4736357414718193
17,BGHNetV4,1,0.8693380220912083,0.7820492651016673,0.9100848521102354,0.8494113342604557,0.9967153634645877,9.245004305409882,1.9743973072040621
17,MedNeXt,1,0.8459417796820101,0.7494757123051089,0.9176738536177489,0.8054471202363966,0.9950217444821643,15.516680625602556,3.2114668995153934
17,nnUNet,1,0.8749278589195153,0.785993560639666,0.8882127881102739,0.8708433375361985,0.997779894717213,7.134518054121372,1.472205995884013
17,RWKV_med,1,0.0,0.0,0.0,nan,1.0,nan,nan
17,RWKV_fd,1,0.8037840430263363,0.6910209751910701,0.8988336551658133,0.7547839530723975,0.9927691396646402,20.814006996694488,4.652685244474572
17,RWKV_fd_loss,1,0.8151912055341329,0.7047577413018764,0.8928374592252151,0.770472505337435,0.9937378374202342,17.176967160920253,3.6878087679996328
17,UNet3D,1,0.88030609576318,0.7912280759706769,0.8954830344136923,0.8771411357168724,0.9980389682007915,6.541098526657427,1.3775989997133693
