model,case_id,label,Accuracy,Avg. Symmetric Surface Distance,Dice,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Hausdorff Distance 95,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
MedNeXt,ESO_TJ_60012593315,1,0.9972167015075684,0.8959437633579961,0.9531950380485771,0.06994648389822555,0.022482443300495092,0.0006723239588323302,0.002195105063031888,2.871320343559643,0.9105755825532762,0.9993276760411677,0.9300535161017744,0.9775175566995049,60803.0,63906.0,0.9978048949369681
MedNeXt,ESO_TJ_60012747242,0,0.9605836868286133,1.1824447110701877,0.9798956232084408,0.001977723853866409,0.03758432226872288,1.0,1.0,11.0,0.9605836868286133,0.0,0.9980222761461336,0.9624156777312771,2093160.0,2018482.0,0.0
MedNeXt,ESO_TJ_60012747242,1,0.9605836868286133,36.149493011061395,0.0,1.0,1.0,0.0019777238538664205,0.03758432226872288,90.62394677337569,0.0,0.9980222761461336,0.0,0.0,3992.0,78670.0,0.9624156777312771
MedNeXt,ESO_TJ_60012794864,0,0.9965634346008301,0.09614044707810618,0.9982622047743435,0.0030577696438461865,0.0004143208204904214,0.04124603403518892,0.24147111398471077,0.0,0.9965304389353401,0.9587539659648111,0.9969422303561538,0.9995856791795096,2070859.0,2076350.0,0.7585288860152892
MedNeXt,ESO_TJ_60012794864,1,0.9965634346008301,1.571562129074471,0.8469688926637647,0.041246034035188894,0.24147111398471077,0.0030577696438461722,0.0004143208204904214,9.1104335791443,0.7345585797944827,0.9969422303561538,0.9587539659648111,0.7585288860152892,26293.0,20802.0,0.9995856791795096
MedNeXt,ESO_TJ_60012847127,0,0.9857668876647949,0.3776241553186782,0.9927149888573426,0.0007468355301107898,0.013738183556952444,0.4576722995896475,0.04331841887771093,1.0,0.9855353528304895,0.5423277004103525,0.9992531644698892,0.9862618164430476,2062063.0,2035254.0,0.9566815811222891
MedNeXt,ESO_TJ_60012847127,1,0.9857668876647949,9.62929115313236,0.6922371039417654,0.4576722995896475,0.04331841887771093,0.000746835530110738,0.013738183556952444,37.69615364994153,0.5293292125264121,0.9992531644698892,0.5423277004103525,0.9566815811222891,35089.0,61898.0,0.9862618164430476
MedNeXt,ESO_TJ_60012960767,0,0.9969668388366699,0.04965682171922511,0.9984455835732811,0.0018054157586655517,0.0013032908337982096,0.05275864798543497,0.07166269079342913,0.0,0.996895992067481,0.947241352014565,0.9981945842413344,0.9986967091662018,2045591.0,2046620.0,0.9283373092065709
MedNeXt,ESO_TJ_60012960767,1,0.9969668388366699,0.6885862292804668,0.9376940632560509,0.05275864798543495,0.07166269079342913,0.001805415758665507,0.0013032908337982096,2.23606797749979,0.8826968115514412,0.9981945842413344,0.947241352014565,0.9283373092065709,51561.0,50532.0,0.9986967091662018
MedNeXt,ESO_TJ_60013071191,0,0.9854040145874023,0.48346252834420406,0.9926207570558436,0.001253553513733796,0.013430248104497777,0.7825868423991958,0.24918032786885247,1.0,0.9853496228042382,0.21741315760080415,0.9987464464862662,0.9865697518955022,2086782.0,2061340.0,0.7508196721311475
MedNeXt,ESO_TJ_60013071191,1,0.9854040145874023,26.549101041949218,0.33718764886752417,0.7825868423991957,0.24918032786885247,0.0012535535137337848,0.013430248104497777,67.1863081289633,0.20278153974372332,0.9987464464862662,0.2174131576008042,0.7508196721311475,10370.0,35812.0,0.9865697518955022
MedNeXt,ESO_TJ_60013283579,0,0.9955649375915527,0.09910651500043845,0.9977443618139686,0.0010901672739068724,0.0034183926578196244,0.18649398704902867,0.06798086240310075,0.0,0.9954988765339075,0.8135060129509714,0.9989098327260931,0.9965816073421804,2064128.0,2059317.0,0.9320191375968992
MedNeXt,ESO_TJ_60013283579,1,0.9955649375915527,1.502930087084635,0.8687393273966609,0.18649398704902864,0.06798086240310075,0.0010901672739068342,0.0034183926578196244,9.0,0.767939121756487,0.9989098327260931,0.8135060129509714,0.9320191375968992,33024.0,37835.0,0.9965816073421804
